	genitiv_konstruktion	kontext	ID	epoche	Metapher	Metonymie	Name	quelle	w1	w2	1_abs	w1_aro	w1_img	w1_val	w2_abs	w2_aro	w2_img	w2_val	abs_diff	aro_diff	img_diff	val_diff	Titel	supersenser_0	supersenser_1	supersenser_2	supersenser_3	supersenser_4	supersenser_5	supersenser_6	supersenser_7	supersenser_8	supersenser_9
396	Dienst der Menschheit	"###den Weinenden beweint,
Der Glaube, daß kein ander Wirken lebt,
Als Treue, die im >>>Dienst der Menschheit<<< strebt —

Das ist das Große, ihr verhehlt's euch nicht,
Das ist es, was den###"	l0070141.txt	Moderne	0	0	HTML/l0070141.html	Simone2	Dienst	Menschheit	3.602694677145053	3.77223655176905	4.30420669351162	4.688789572736812	3.6645166431074	5.651598471412879	3.9473553723167885	5.189926444706455	-0.06182196596234624	-1.8793619196438287	0.3568513211948319	-0.501136871969643		9.084835052490234	5.427562713623047	0.2517814636230469	5.874709129333496	-7.222810745239258	-7.505917549133301	-29.61292266845703	-0.08589386940002441	-1.6623215675354004	10.166436195373537
397	Traum der Erde	"###Welt des Lichtes, Welt der Wonne!
O Nacht der Sehnsucht, Welt der Qual!
O >>>Traum der Erde<<< : Sonne, Sonne!
O mein Geliebter — mein Gemahl —

###"	l0030088.txt	Moderne	1	0	HTML/l0030088.html	Simone2	Traum	Erde	3.730178869532367	7.118899206423969	5.651231093903204	7.298841949272869	5.434402261441059	4.20436731220394	6.02848865480091	6.08287299103277	-1.7042233919086929	2.9145318942200307	-0.37725756089770623	1.2159689582401008		24.93376922607422	-0.3244650363922119	-2.3498516082763667	20.07225799560547	21.138771057128906	-1.5022459030151367	1.2443225383758545	-4.4442009925842285	18.0977783203125	-4.8655548095703125
398	Schatten meiner Wiesen	"###kalt der Regen um die Fenster stiebt,
der Nebel wankend übern Berg gefunden,
der dumpf die >>>Schatten meiner Wiesen<<< trübt,
spür ich: in diesen grau verschlafnen Stunden
nimmt vieles Abschied, das ich sehr geliebt###"	l00180165.txt	Moderne	0	0	HTML/l00180165.html	Simone2	Schatten	Wiesen	5.658008495831183	4.202241195979424	6.770558488480708	5.848566478523981	5.871907757634244	1.9377942492979527	6.930965148869996	6.407276773486111	-0.2138992618030633	2.26444694668147	-0.16040666038928908	-0.5587102949621299		-14.449630737304688	0.012237548828125	-5.578277111053467	3.37357234954834	16.593608856201172	12.924619674682615	-18.666873931884766	4.425070285797119	23.037994384765625	5.6753668785095215
399	Nebel der Nacht	"### >>>Nebel der Nacht<<< ,
Auf Herz und Sinne fallen
Finsternisse mit Macht.

Die düst'ren Wolken schreiten
Drohend über###"	l0070061.txt	Moderne	1	0	HTML/l0070061.html	Simone2	Nebel	Nacht	6.141892423850813	4.3937797545844	7.0968257272315896	4.7436225713331535	5.298763175219153	4.684443578587269	5.539878960742989	6.759426280920388	0.8431292486316586	-0.29066382400286805	1.5569467664886023	-2.0158037095872325		-9.30234432220459	-1.9537353515625	-5.830853462219237	-13.780308723449707	-0.5240497589111328	15.368586540222168	1.2619423866271973	-1.277166485786438	2.2034811973571777	1.142740249633789
400	Dörfer der Menschen	"###weiter,
Und ich sah nicht zurück,
Wo der bläuliche Nebel
In endlosen Weiten
Die >>>Dörfer der Menschen<<< verschlang.

Da kreiste am Himmel
Mit ausgebreiteten Schwingen
Ein Riesengeier,
Die Einsamkeit.
###"	l00140162.txt	Moderne	0	0	HTML/l00140162.html	Simone2	Dörfer	Menschen	6.238506961321598	3.506343919006578	6.8723077781600646	4.445522179976628	5.604915526095244	3.7696544930603073	5.838555962500952	5.4527075766404645	0.6335914352263572	-0.26331057405372915	1.0337518156591117	-1.0071853966638369		-5.223391056060791	29.752967834472656	-10.74685287475586	5.762496471405028	-18.90991973876953	-9.857189178466797	-4.896571159362793	-26.113239288330078	-9.983139038085938	17.123027801513672
401	Zielen meines Alltags	"###scheu im Perlenschmuck die Köpfchen.

Auf den Straßen, die mich zu den Zielen,
Zu den >>>Zielen meines Alltags<<< leiten
Wird mich heute, wenn ich weiter wandre
Nicht der Staub, der läst'ge Staub begleiten.###"	l00140142.txt	Moderne	0	0	HTML/l00140142.html	Simone2	Zielen	Alltags	2.736595455575955	4.863642990131282	3.5729570360711365	6.313819491434424	3.442200204834584	4.245428559225185	4.872708275799381	6.158663937197153	-0.705604749258629	0.6182144309060975	-1.2997512397282445	0.15515555423726912		-11.770458221435547	1.573437213897705	2.5567197799682617	6.209697723388673	4.256713390350342	-24.51471900939941	-17.92220687866211	-8.414072036743164	-7.167181968688965	4.258909225463866
402	Staub dieser Erde	"###
Weckt mir das ewige: Werde!
Und ich segne mein Heim das All,
Und den >>>Staub dieser Erde<<< . —

###"	l0070172.txt	Moderne	0	1	HTML/l0070172.html	Simone2	Staub	Erde	6.22587362504478	4.561959955582165	7.2244539044742995	3.549098628956933	5.434402261441059	4.20436731220394	6.02848865480091	6.08287299103277	0.791471363603721	0.3575926433782257	1.1959652496733897	-2.533774362075836		3.8932418823242183	3.656248569488525	-3.6665172576904297	-13.028672218322756	-13.97266674041748	21.49583625793457	4.243758201599121	-0.4007587432861328	-4.796231269836426	-15.723625183105467
403	Trost des Sternenschimmers	"###,
Ihm nachzuhängen. Dennoch, jeden Tag,
Sobald versank der Sonnenball, und noch
Der >>>Trost des Sternenschimmers<<< nicht erblüht,
Nur bleiern bleiches Zwielicht auf dem plötzlich
Entseelten Angesicht der Erde ruht,
Tritt###"	l00160151.txt	Realismus	1	0	HTML/l00160151.html	Simone2	Trost	Sternenschimmers	2.271825523896666	4.880088833751834	3.6705812328156835	6.408201753451728	5.871441858840617	4.736250779849804	6.609202513409944	6.289543875483629	-3.5996163349439514	0.14383805390203008	-2.9386212805942598	0.1186578779680998		19.328521728515625	-9.964677810668944	6.4503440856933585	-9.57331657409668	25.66925430297852	-7.336855888366699	-10.155495643615724	-2.812145709991455	4.935816764831543	12.653066635131836
404	Glück der Erde	"###Schrecken gegen Schrecken ficht,
Denn freudgen Herzens darf ich schauen
Dem Tod ins Friedensangesicht.

Vom >>>Glück der Erde<<< losgeschnitten
Schon siegreich meine Seele drang
Zum Himmel, den mein Geist erstritten,
Eh noch mein###"	l00160217.txt	Realismus	1	0	HTML/l00160217.html	Simone2	Glück	Erde	2.308095304066622	4.879219566693284	4.9963768104659545	8.147652661390321	5.434402261441059	4.20436731220394	6.02848865480091	6.08287299103277	-3.1263069573744366	0.6748522544893447	-1.0321118443349553	2.0647796703575514		31.57891845703125	-1.1909773349761963	-15.755216598510742	9.310531616210938	9.56661605834961	-1.68853759765625	1.859253168106079	1.5108208656311035	13.49730396270752	5.672348499298097
405	Herrn der Erde	"###Pilger laden ein zu kühlem Sitze; —

Dazu der Vortrab einer Rinderherde,
Zublökend trauten Gruß dem >>>Herrn der Erde<<< ,
Der nicht sich seiner Macht hier überhebet:

O du, des Kunst geschaffen dies Naturbild,###"	l00130229.txt	Realismus	0	0	HTML/l00130229.html	Simone2	Herrn	Erde	4.712352150528766	2.9102253201176227	5.489960547235426	5.414096160147327	5.434402261441059	4.20436731220394	6.02848865480091	6.08287299103277	-0.7220501109122921	-1.2941419920863169	-0.538528107565484	-0.6687768308854425		10.428528785705566	-10.438516616821287	-5.54828405380249	0.6648974418640137	13.011073112487793	-24.863201141357425	-6.764739513397218	12.152975082397461	8.882164001464844	-1.98787784576416
406	Englein des Lichts	"###

Du weißt nichts vom Leben, vom Tode noch nichts;
Du gleichst dem da unten, dem >>>Englein des Lichts<<< ,
Und ich weiß, daß du elend wie ich einst würd'st sein.
Komm mit mir,###"	l00130276.txt	Realismus	1	0	HTML/l00130276.html	Simone2	Englein	Lichts	5.316116178803512	4.7024000587175685	6.152667553063862	6.19497322808828	4.997044227592527	5.04553942826091	6.164720897705473	6.950613836145711	0.31907195121098475	-0.3431393695433407	-0.012053344641608454	-0.7556406080574307		19.159574508666992	4.952097415924072	-4.536257743835449	-9.444222450256348	13.757049560546875	-10.457353591918944	15.596712112426758	7.512344837188722	-1.5610980987548828	-0.5269827842712402
407	Tag der Schmerzen	"### >>>Tag der Schmerzen<<< ,
Der uns getrennt auf immerdar;
Du wandtest dich von einem Herzen,
Das reich und###"	l00150313.txt	Realismus	1	0	HTML/l00150313.html	Simone2	Tag	Schmerzen	4.612855976460193	3.729816053942172	5.603414004588506	6.865478235499059	4.29919306160315	7.402203801435956	5.190957048284184	2.8549666482713136	0.31366291485704423	-3.672387747493784	0.4124569563043233	4.010511587227745		1.5826444625854492	1.2239274978637695	11.684322357177734	5.096505165100098	-14.508101463317873	-42.87916564941406	-4.425160884857178	-4.3442468643188485	1.6918390989303589	6.0886597633361825
408	Gott der buschigen Höhen	"### >>>Gott der buschigen Höhen<<< , entdeckt,
Der sonst die Wanderer neckt und schreckt;
Doch jüngst als ich unter der Eiche###"	l00200084.txt	Realismus	1	0	HTML/l00200084.html	Simone2	Gott	Höhen	3.144261280064649	5.235902685956815	4.407279857580376	5.648146399977881	3.7433507307690066	5.502687216499033	4.527366661255439	4.882046941503948	-0.5990894507043579	-0.2667845305422176	-0.1200868036750613	0.7660994584739331		3.4201123714447017	-13.0421724319458	10.041267395019533	-17.426513671875	34.25680923461914	-7.177826881408691	21.032718658447266	11.84480094909668	8.244949340820312	0.7590090036392212
409	Bruder der Braut	"###des Glases Rand,
Wie ein Kind die bittre Arznei.

Und blickt er zum Dritten, dem >>>Bruder der Braut<<< ,
Die er im Tode verlor,
Umflattern sein Aug, zu Nebeln ergraut,
Brautschleier und###"	l00160102.txt	Realismus	0	0	HTML/l00160102.html	Simone2	Bruder	Braut	5.953595584545642	4.424928668649874	6.322061197344088	5.264074412572591	6.2850103775152455	5.840430556687841	6.6703280216910645	6.1970932675156964	-0.33141479296960163	-1.4155018880379675	-0.3482668243469762	-0.9330188549431052		-2.339409828186035	-8.728488922119139	-2.8367235660552983	1.7060019969940186	10.101798057556152	4.4232330322265625	3.106097221374512	4.423600673675537	1.287841796875	1.9403624534606931
410	Stürmen des Geschickes	"###ew'gen Glückes,
Nicht fleh' ich um ein flüchtig Erdengut;
Gib, Ew'ger, nur in >>>Stürmen des Geschickes<<< 
Dem Geiste Kraft und meinem Herzen Muth!
Den Pfad des Rechtes laß mich ruhig schreiten,
###"	l00270598.txt	Realismus	1	0	HTML/l00270598.html	Simone2	Stürmen	Geschickes	4.643145717202431	5.806603842154533	6.1312955025347255	4.238942051415683	1.862779865983252	6.3007304545338245	3.7488369552228846	6.1369250273844695	2.7803658512191802	-0.4941266123792927	2.382458547311841	-1.897982975968788		-7.504258632659912	12.155572891235352	7.152114868164063	-1.6614885330200195	-18.660358428955078	2.668767213821411	-8.437222480773926	10.737534523010254	-15.584315299987793	13.603309631347654
411	Würde des Menschen	"###Kraft —
Vor allem die Feinde des Schönen
Und jeden, dem es Freude schafft,
Die >>>Würde des Menschen<<< zu höhnen;
Die hass' ich mit wilder, flammender Glut
Und sag' es mit frohem###"	l00130447.txt	Realismus	0	0	HTML/l00130447.html	Simone2	Würde	Menschen	3.2853542611394952	4.630763407190615	4.1063998190334114	5.7730626238914695	5.604915526095244	3.7696544930603073	5.838555962500952	5.4527075766404645	-2.319561264955748	0.8611089141303081	-1.7321561434675417	0.32035504725100505		-1.5627422332763672	5.394118309020996	-6.9332032203674325	-4.262596607208252	-6.700562477111816	5.143494606018066	-10.965188980102539	-22.36427116394043	12.676107406616213	6.605074882507324
412	Sinnbild unsrer Tage	"###sind wir stehn geblieben,
Und schon eine weite Strecke
Hat der Strom uns fortgetrieben.

Holdes >>>Sinnbild unsrer Tage<<< !
Uns auch droht die Zeit vergebens,
Ohne Kummer, ohne Klage
Treiben wir im Strom###"	l0080394.txt	Realismus	0	0	HTML/l0080394.html	Simone2	Sinnbild	Tage	3.0424740600441846	4.649989286926025	3.7368427361642182	4.235326592885936	3.757951781465773	3.862398038387795	4.571565996402371	6.114734098814048	-0.7154777214215877	0.7875912485382299	-0.8347232602381518	-1.8794075059281128		-1.4871993064880369	-4.02817964553833	-5.951245307922362	-8.344532012939451	22.066436767578125	10.552921295166016	11.032896995544434	0.6817700266838074	2.0112841129302983	-7.138845443725586
413	Tag des Herrn	"###
So oft der Geist sein Werkeltags-Gewand
Abthut und rastet von der Erde Dienst:
Das ist ein >>>Tag des Herrn<<< ! Den feiern wir,
Sei's unter Hellas' blühender Götterwelt,
Sei's durch des deutschen Liedes Frömmigkeit###"	l00130103.txt	Realismus	1	0	HTML/l00130103.html	Simone2	Tag	Herrn	4.612855976460193	3.729816053942172	5.603414004588506	6.865478235499059	4.712352150528766	2.9102253201176227	5.489960547235426	5.414096160147327	-0.09949617406857314	0.8195907338245494	0.11345345735308054	1.4513820753517317		13.11594295501709	8.137737274169924	8.464094161987305	14.21469497680664	-22.31451416015625	7.887102127075195	0.8293235301971436	-5.103466987609863	-5.181216239929199	-2.346996307373047
414	Sang der Nachtigallen	"###Himmel unserm Bund.

Mein Lied soll nun verhallen,
Wie zu der Zeit der Brut
Der >>>Sang der Nachtigallen<<< 
In ernstem Schweigen ruht.

Gefallen ist die Blüthe
In rascher Monde Flucht:
Du junge###"	l0080105.txt	Realismus	0	0	HTML/l0080105.html	Simone2	Sang	Nachtigallen	4.415369531291775	5.102657717469336	4.805706851038745	5.0577333159522775	6.108124777944678	4.204488163422764	6.759890631063176	6.048942877711268	-1.6927552466529026	0.8981695540465733	-1.9541837800244315	-0.9912095617589908		8.939538955688477	-10.963019371032717	-9.656330108642578	-7.5516767501831055	2.82224440574646	-2.252472400665283	-18.405797958374023	-7.1595540046691895	13.45949649810791	-0.3086312115192413
415	Schooße der Reben	"###Leben!

Schwellende Fülle zu schütteln von Zweigen,
Ähren zu neigen,
Trauben zu küssen im >>>Schooße der Reben<<< ,
Das wär' ein Leben!

Morgens dem Reh und der Blum' auf dem Rasen
###"	l00150184.txt	Realismus	1	0	HTML/l00150184.html	Simone2	Schooße	Reben	4.7551024112106886	4.4082473759312135	6.0039804337811296	6.584898154616615	6.921784268864398	2.612812143293118	6.173935088147785	6.186857533138416	-2.166681857653709	1.7954352326380951	-0.1699546543666557	0.3980406214782004		-8.026334762573242	-6.102042675018311	-10.42691707611084	1.0564150810241701	28.09169006347656	12.603517532348633	-2.8036279678344727	3.0638103485107417	17.343528747558597	1.192082405090332
416	Kinder des Waldes	"###
Das nicht strebt nach der nährenden Frucht,
Das des Waldthals ferne schattige Schlucht
Und die wilden >>>Kinder des Waldes<<< liebt?
Dank dir, heilige Mutter Natur,
Daß du dem Herzen, dem wehmuthkranken,
###"	l0080517.txt	Realismus	1	0	HTML/l0080517.html	Simone2	Kinder	Waldes	6.9086439816217045	4.7797637772776085	6.987835220073508	6.9204446489385605	6.351754160321325	3.427858424633252	7.598254440305115	6.461384766740191	0.5568898213003797	1.3519053526443576	-0.6104192202316066	0.4590598821983694		14.832398414611815	-11.366427421569824	-10.147375106811523	12.13439655303955	20.18587875366211	0.4633955955505371	-13.520278930664062	12.968342781066895	21.642780303955078	-14.865861892700195
417	Feier der Natur	"###hold den sanften Tagen,
Wann ihrer mildbesonnten Flur
Gerührte Greise Abschied sagen;
Dann ist die >>>Feier der Natur<<< .
Sie prangt nicht mehr mit Blüth' und Fülle
All' ihre regen Kräfte ruhn,
###"	l00150134.txt	Realismus	1	0	HTML/l00150134.html	Simone2	Feier	Natur	4.30992067633512	5.869078308310332	6.090914395780952	6.955478330043443	3.704117560453741	3.7186824123505087	5.555937150593411	7.65066914416878	0.6058031158813804	2.150395895959825	0.5349772451875419	-0.695190814125338		21.9336051940918	10.994426727294922	-2.7551186084747314	17.762659072875977	9.318214416503906	-25.75124740600586	-6.4681501388549805	8.93768310546875	-2.767711639404297	1.50844144821167
418	Kind des Lichts	"###Von eurer Lust, der halben, will ich nichts!
Versucher, geh' — du bist ein >>>Kind des Lichts<<< —
In meiner Wildniß laß mich sterben!“

Sie ging. Im Hause ließ sie stehn mich###"	l0020159.txt	Realismus	1	0	HTML/l0020159.html	Simone2	Kind	Lichts	7.158748449472526	4.326847468318677	7.955618941990665	7.223487418208691	4.997044227592527	5.04553942826091	6.164720897705473	6.950613836145711	2.161704221879999	-0.718691959942233	1.7908980442851945	0.2728735820629797		20.053863525390625	-14.30606174468994	4.960639953613281	8.093112945556639	10.269195556640623	-12.561443328857422	12.674830436706545	5.664091110229492	-2.08320426940918	-3.6458215713500977
419	Druck der Hand	"###Wind,
Er schaut verlangend in die Weite
Nach eines treuen Auges Brand,
Nach einem warmen >>>Druck der Hand<<< ,
Nach einem Wort, das ihn geleite.

Ein ernstes Wagen heb' ich an,
###"	l00150112.txt	Realismus	0	0	HTML/l00150112.html	Simone2	Druck	Hand	4.271625585611139	6.464489243205082	5.720830041852435	3.905415735884557	6.703624337046354	3.154277831718426	7.190133288279097	6.630377278567913	-2.4319987514352146	3.3102114114866565	-1.469303246426663	-2.724961542683356		-13.87531566619873	-4.716947555541992	9.182954788208008	-8.107141494750978	-4.5808072090148935	-1.816375732421875	-12.658285140991213	-16.366840362548828	5.773786544799805	5.0956315994262695
420	Zorn der jungen Brust	"###,
In denen ich als Kind geträumt!

Und erstes Hoffen, erstes Sehnen,
Der erste >>>Zorn der jungen Brust<<< ,
Das süße Weh der ersten Thränen,
Des ersten Kusses Götterlust —
Es kehret alles,###"	l0020129.txt	Realismus	0	1	HTML/l0020129.html	Simone2	Zorn	Brust	3.220412661999367	7.7355602993534145	5.62380124535543	2.079931508379389	6.856139579250892	4.71057897723079	6.489715382537447	5.16514442554881	-3.635726917251525	3.024981322122623	-0.8659141371820187	-3.0852129171694216		-9.27804183959961	-18.311561584472656	-1.010305881500244	3.700767517089844	1.85271430015564	-7.0788631439208975	13.239553451538086	-18.319950103759766	16.263616561889652	31.46497344970703
421	Glück der Liebe	"### >>>Glück der Liebe<<< schauen,
Aus jeder Stunde mag Genuß euch thauen,
Und jede Frucht für euch erquickend reifen:###"	l00270238.txt	Realismus	0	0	HTML/l00270238.html	Simone2	Glück	Liebe	2.308095304066622	4.879219566693284	4.9963768104659545	8.147652661390321	2.224251488902223	7.129555548849733	4.402576850964682	7.8571889056716	0.08384381516439897	-2.2503359821564475	0.5937999595012728	0.2904637557187213		8.100284576416017	0.0189971923828125	-1.7308530807495115	5.0679931640625	-2.7427611351013184	2.393132448196411	-1.4009833335876465	1.7035832405090332	2.5467243194580083	2.0704498291015625
422	Grün der Bäume	"###Schwillt blau am Stock die Traube;
Und wie er spricht ein einzig Wort,
Fliegt rasch das >>>Grün der Bäume<<< fort
Und Scharlach hängt am Laube.

Schlau lächelnd stößt er dann ins Horn,
Und stürmt###"	l0080072.txt	Realismus	0	0	HTML/l0080072.html	Simone2	Grün	Bäume	6.277302266985128	2.5700375181782307	6.8470190018338695	6.2244151117560005	6.636992469098859	2.720538857797113	7.370485308027961	5.835531503253741	-0.3596902021137307	-0.15050133961888212	-0.5234663061940914	0.3888836085022573		0.8986792564392091	-10.792847633361816	-25.921112060546875	11.366289138793945	3.3816699981689453	17.14166259765625	-1.0579500198364258	2.4735381603240967	10.014880180358887	-4.866055488586426
423	Grün der Rasen	"###Jahr verging, das tödtliche Geschoß,
Dem Franken war's ein siegender Genoß.
Wie färbte sich das >>>Grün der Rasen<<< roth,
Die Männerschaar, sie starb den Heldentod,
Den schönen Tod fürs Vaterland. Nun weh'n###"	l00270025.txt	Realismus	0	0	HTML/l00270025.html	Simone2	Grün	Rasen	6.277302266985128	2.5700375181782307	6.8470190018338695	6.2244151117560005	7.1055972919949495	2.377677556831064	7.060564623450352	5.390873249077474	-0.8282950250098207	0.19235996134716732	-0.2135456216164844	0.8335418626785245		-3.516230583190918	-12.608969688415527	-12.410460472106935	0.12817084789276126	1.0164642333984375	7.2160887718200675	7.284749984741211	13.480550765991213	14.444253921508787	-7.594012260437013
424	Tage der Rosen	"###weil das Leben noch mait:
Noch ist die schöne, die blühende Zeit,
Noch sind die >>>Tage der Rosen<<< !

Frei ist das Herz, und frei ist das Lied,
Und frei ist der Bursch,###"	l00150069.txt	Realismus	1	0	HTML/l00150069.html	Simone2	Tage	Rosen	3.757951781465773	3.862398038387795	4.571565996402371	6.114734098814048	7.48584706090326	3.1815459222882705	8.185940221739138	7.327514462111123	-3.7278952794374884	0.6808521160995245	-3.614374225336765	-1.2127803632970746		-15.793739318847654	-11.49879264831543	0.7091588973999023	16.853479385375973	3.788414001464844	-8.432884216308594	-23.061168670654297	4.029777526855469	5.214445114135742	11.402542114257812
425	Adern des Frühlings	"###Funken, von losen,
Da hat der Sonnenaufgangswind
Entzündet die Fackeln der Rosen.

In allen >>>Adern des Frühlings<<< schwillt
Das Blut, das neuerglühte;
Aus jedem Tropfen, der überquillt,
Wird eine duftige###"	l0080219.txt	Realismus	1	0	HTML/l0080219.html	Simone2	Adern	Frühlings	6.133531815055902	5.028497925173159	5.707948227937832	4.338340550023433	3.8985455477519775	4.789676410139025	5.387168395263187	8.534456535227418	2.234986267303926	0.2388215150341341	0.3207798326746465	-4.196115985203986		-16.267322540283207	-10.504213333129883	-9.262373924255373	7.983111381530763	3.749332904815674	31.016231536865234	-12.707012176513672	-4.661909103393555	-13.905689239501953	-19.838172912597656
426	Seufzer der Sonne	"###Blumen ihr Haupt,
Dunklere Schatten decken den Bach
Und des Abends ersterbender Hauch
Lebt wie ein >>>Seufzer der Sonne<<< nach.

Süßer duftet das schwellende Moos
An des Ufers erquickendem Saum.
Hier ist's so heimlich###"	l00150159.txt	Realismus	1	0	HTML/l00150159.html	Simone2	Seufzer	Sonne	3.2571808699954867	5.127399326514476	5.2095368082912925	4.471442823108621	6.56394843117099	3.7711344571546856	8.090457095433193	7.416527500270128	-3.3067675611755036	1.3562648693597898	-2.8809202871419	-2.945084677161507		14.794829368591307	-20.976055145263672	-4.047090530395509	3.492365837097168	35.160537719726555	-1.956326484680176	-3.0784783363342285	8.534304618835451	13.243170738220215	-4.848023414611816
427	Herz des Grames	"### >>>Herz des Grames<<< nun vergißt,
Der schwer dich schlug.
Die Todten laß in ihrem Grab!
Der schmucken###"	l00200202.txt	Realismus	1	0	HTML/l00200202.html	Simone2	Herz	Grames	4.654814461641137	5.449432168642244	5.795321722899603	7.725293433601742	2.891136041685077	4.673958159817753	3.70009242442198	3.4139067361831783	1.7636784199560591	0.7754740088244922	2.0952292984776206	4.311386697418563		4.839387893676758	12.672625541687012	1.2135725021362305	-1.9802536964416504	10.120439529418944	9.208663940429688	-1.0604467391967771	2.729440450668335	1.6484637260437012	-13.9619722366333
428	Glanz der Ewigkeit	"###Der Kaufmann sammt'ne Purpurgluth,
Der Schiffer lichte Meeresfluth,
Der Thürmer wilden Flammenstreit,
Der Priester >>>Glanz der Ewigkeit<<< !
Kurz Jeder trägt das Bild hinein,
Das steht in seines Herzens Schrein,
Und glaubt###"	l0080075.txt	Realismus	1	0	HTML/l0080075.html	Simone2	Glanz	Ewigkeit	3.309594729800273	5.024280671110689	5.3647529224822375	7.1298432965507335	2.9370839256785297	4.652693712018122	3.642926379921053	5.6424048413500225	0.3725108041217425	0.3715869590925661	1.7218265425611832	1.487438455200711		4.930566787719727	-3.622720003128052	-16.354133605957028	-8.923102378845215	-14.652353286743164	15.895488739013672	1.392024040222168	-14.382810592651367	-4.849982261657715	-10.285837173461914
429	Pulsschlag der freien Natur	"###mit den Gräsern der Flur,
Mit den Käfern und schlanken Libellen,
Hier hör' ich den >>>Pulsschlag der freien Natur<<< ,
Hier seh' ich im Kleinsten auf jeglicher Spur
Das mächtige Schaffen und Schwellen.

Hier###"	l0080632.txt	Realismus	1	0	HTML/l0080632.html	Simone2	Pulsschlag	Natur	4.020706662476524	5.792892413754891	4.0633241903581805	5.798752835883181	3.704117560453741	3.7186824123505087	5.555937150593411	7.65066914416878	0.31658910202278395	2.074210001404383	-1.4926129602352294	-1.851916308285599		11.1152925491333	0.2540769577026367	-2.5192904472351074	12.20463752746582	-8.57027530670166	17.766183853149414	-13.322677612304688	9.190683364868164	7.403266906738281	-5.422027587890625
430	Blume der Au	"###werden ein gutes Geschick;
Ich wollt' euch erquicken mit frischem Thau,
Dich Ährengefild, dich >>>Blume der Au<<< .
Da hat mir des tückischen Frostes Gewalt
Im Sturme die Tropfen zu Schloßen geballt!“

###"	l00270201.txt	Realismus	0	0	HTML/l00270201.html	Simone2	Blume	Au	6.867124013484728	3.0799243154491327	8.08628795405065	7.608523972403687	5.050939962208774	4.34811187246464	5.576607195956943	5.5631968918171575	1.8161840512759544	-1.2681875570155077	2.509680758093708	2.04532708058653		23.94710350036621	15.751287460327148	17.984783172607422	-11.891627311706545	-18.78995132446289	11.504220962524414	20.96798324584961	-0.20560264587402344	24.43217849731445	-12.906497955322266
431	Gedanken der Liebe	"###,
Amor der einzige blieb, Amor gewaltig auch hier.
Denn von allen Gedanken, die süßen >>>Gedanken der Liebe<<< 
Hassen das flüchtige Wort, suchen die schönere Form;
Dichter bringen ihn wieder in seine lieblichen Grenzen###"	l0020021.txt	Realismus	1	0	HTML/l0020021.html	Simone2	Gedanken	Liebe	2.565546992899694	5.5165874532060934	2.861188551723882	5.773416456701902	2.224251488902223	7.129555548849733	4.402576850964682	7.8571889056716	0.34129550399747105	-1.6129680956436383	-1.5413882992407997	-2.0837724489696976		-4.288770675659181	-1.1115455627441406	10.947571754455566	11.078611373901367	5.453489303588867	4.703876495361328	-10.650007247924805	-4.922351360321045	7.9348955154418945	-10.193096160888672
432	Glanz der Lichter	"###, o komme!
Trage wieder schnell die armen
Christtagsbäumchen in den Wald!

Standen sie im >>>Glanz der Lichter<<< 
Nicht, wie nur durch Thränen lächelnd?
In den Wald, den stillen, trauten,
###"	l0080302.txt	Realismus	0	0	HTML/l0080302.html	Simone2	Glanz	Lichter	3.309594729800273	5.024280671110689	5.3647529224822375	7.1298432965507335	5.7526337928736675	4.160778400045729	6.576924883848682	6.42188776386429	-2.4430390630733947	0.8635022710649594	-1.2121719613664457	0.7079555326864435		7.121205806732178	-22.974748611450195	-6.754681587219237	11.719884872436525	-1.5504655838012695	11.32266616821289	12.828619003295898	-9.988289833068848	6.418746948242188	-16.987930297851562
433	Athemzug des Schlafs	"###Achtsamen Herzens hemme deine Schritte!
Verscheuch' mich nicht! Mit dieser frommen Bitte,
Spricht jeder >>>Athemzug des Schlafs<<< dich an;
Leis auf den Zehen schleich' an ihm vorüber,
Und wünsch' ihm,###"	l0080205.txt	Realismus	0	1	HTML/l0080205.html	Simone2	Athemzug	Schlafs	3.4199254264542103	4.825339086059602	4.495801734446105	4.522214792401432	3.8803638657142248	5.653457004998027	4.836010511433445	4.847420783871972	-0.4604384392600145	-0.8281179189384282	-0.3402087769873399	-0.32520599147053986		5.454684257507324	1.3270678520202637	-10.354454040527344	6.91191291809082	4.790892601013184	-19.337444305419922	1.1816387176513672	1.6077013015747068	3.047844409942627	-0.6882226467132568
434	Stadt der Todten	"###;
Es zählt kein Mensch die Stunden mehr,
Nach Jahren wird man öd und leer
Die >>>Stadt der Todten<<< finden.

###"	l00160200.txt	Realismus	0	0	HTML/l00160200.html	Simone2	Stadt	Todten	5.720542714885013	3.301163220087928	5.902000736622857	4.855576648646187	4.828593315213201	5.932152267571914	5.652515401793496	2.5521689408747568	0.8919493996718106	-2.6309890474839865	0.2494853348293597	2.303407707771429		-2.6533360481262207	1.2814548015594482	-0.8228297233581543	4.191685676574707	-19.67684936523437	-13.810482025146484	-12.574442863464355	-14.224862098693848	-9.674870491027832	-1.649003982543945
